actorName,actorMovieCount,actorAwardNominations,actorAwardWins
Naseeruddin Shah,228,22,13
Jamel Debbouze,33,3,1
Irene Richards,22,0,0
Cyrielle Clair,58,0,0
Spencer Tracy,79,22,12
Dirk Bogarde,71,9,9
Matthew McConaughey,68,80,48
Vijay Deverakonda,17,2,2
Keir Dullea,86,3,3
Christopher Reid,25,2,0
Bruce Lee,32,2,2
John Cho,110,6,2
Shahid Kapoor,42,16,19
Shin Ha-kyun,42,1,1
Kate Hudson,39,37,18
Helen McCrory,68,6,4
Whitney Houston,50,43,18
Joaquin Phoenix,52,114,37
Baya Rehaz,18,2,2
Mabel Normand,220,1,1
Chris Massoglia,15,1,0
Humphrey Bogart,84,6,7
Juliane Köhler,58,7,3
Tommy Snider,26,0,0
James Farentino,93,2,1
Julie Andrews,44,34,28
David Johansen,43,1,0
Al Gore,3,6,6
Tatsuo Matsumura,87,1,0
Cedric the Entertainer,75,15,10
Cheryl Dunye,7,5,9
Hope Davis,55,19,6
Jane Alexander,75,24,12
Hend Ayoub,12,0,0
Hattie Morahan,39,1,1
James Franciscus,76,3,2
Ann Altieri,5,3,0
Kristen Bell,94,39,12
Michel Blanc,91,9,5
Jared Harris,84,14,7
Michiel Huisman,47,5,1
Dolly Read,9,0,0
Joel Kinnaman,47,2,1
Wes Bentley,48,11,6
Vyacheslav Krikunov,9,0,0
Philippe Noiret,155,8,13
Sarah Drew,36,1,1
Jason Scott Lee,38,3,0
David Attenborough,79,24,28
Jason James Richter,28,3,3
Ben Kingsley,141,70,46
Rumi Hiiragi,26,1,1
Vincent Price,207,3,8
Demetri Martin,23,2,3
Dwayne Johnson,102,52,12
Steve Martin,64,43,28
Taylor Kitsch,26,10,2
Denise Crosby,96,1,1
Lewis J. Stadlen,30,0,0
Denis Nikiforov,28,4,1
Joe Alwyn,7,1,1
John Lone,24,3,3
Til Schweiger,75,6,26
John Ireland,201,3,3
Huang Bo,37,16,9
Camilla Belle,40,5,0
Brendan Fraser,70,11,8
Oksana Akinshina,31,7,6
Frances Conroy,100,24,4
Rick Malambri,16,0,0
Louise Grinberg,15,0,0
Blake Woodruff,9,1,1
Rica Matsumoto,105,0,0
Nick Frost,58,3,2
Yue Song,2,1,0
Ben Stein,80,6,5
George Burns,55,5,17
Tadanobu Asano,108,10,14
Saïd Taghmaoui,70,2,1
Marilyn Monroe,33,11,8
Senta Berger,157,6,20
Tim Roth,104,25,19
Eva Green,23,20,6
Paul Kaye,112,2,1
Lola Dueñas,53,11,19
Rémy Girard,105,12,5
Andrey Muravyov,7,0,0
Alan Rickman,69,37,19
Stepan Shkurat,25,1,1
Bo Derek,40,10,8
Holly Marie Combs,26,3,1
T.J. Miller,74,5,1
Johnny Messner,69,1,0
Tim Robbins,73,40,37
Olivia Taylor Dudley,35,0,0
David Caruso,45,5,1
Brit Morgan,42,0,0
Vivica A. Fox,189,17,6
James Ransone,67,2,2
James Van Der Beek,62,3,5
Richard Jordan,55,2,1
Bruce Payne,89,0,0
"""Roscoe Fatty Arbuckle""",166,1,1
"""Jerry OConnell""",115,2,1
"""Catherine OHara""",101,28,15
Bob Dylan,9,16,10
Jeff Goldblum,123,25,12
Marion Cotillard,84,114,78
Billy Campbell,72,7,4
Kristen Stewart,54,67,48
Monica Potter,24,8,2
Samantha Morton,55,61,23
Angela Tucker,1,0,0
Woody Harrelson,94,91,30
Joseph Fiennes,38,11,9
Divine,13,2,2
Nichola Burley,34,0,0
Kevin Hart,86,34,15
Linus Roache,59,3,3
Eduardo Noriega,59,8,7
Jennifer Jason Leigh,97,63,27
Aaron Paul,79,16,20
Dana Kimmell,32,2,0
Ekaterina Vilkova,49,0,0
Serhat Tutumluer,20,1,1
Craig Conway,47,1,1
Ramon Novarro,63,2,2
Craig Bierko,80,1,0
Marcos Hernández,1,0,0
Mark Hamill,328,20,21
Jason Robards,130,20,15
Mena Suvari,72,5,4
Elliott Gould,185,11,3
Perry King,98,3,8
Hayley Atwell,44,12,1
Clive Owen,74,38,21
Lal,360,9,28
Tanya Roberts,41,3,0
Jake T. Austin,31,15,1
Shawn Wayans,19,9,5
Christopher Toler,11,0,0
Hiroyuki Sanada,97,4,17
Dan Stevens,39,14,4
Alexis Bledel,31,18,10
Clark Gable,82,6,4
Benjamin Lutzke,6,1,2
Dulquer Salmaan,34,3,5
Sid Haig,152,2,7
Alex D. Linz,36,5,2
Max Thieriot,19,2,1
Kevin Kline,65,34,8
David Hedison,93,0,0
Deborah Kerr,53,26,20
John Lithgow,114,51,28
"""Jack OConnell""",39,11,14
Sônia Braga,85,16,17
Sylvia Sidney,109,7,6
Sam Elliott,99,8,11
Heath Ledger,23,57,77
Bruce Dern,170,35,17
Michael York,166,5,6
Idris Elba,89,83,25
Mara Wilson,20,6,3
Fabrizio Bentivoglio,72,25,22
Ben Weber,32,0,0
Jacob Tierney,49,12,12
Mary Elizabeth Winstead,54,18,4
Alan Young,106,6,4
James Frecheville,19,3,0
Lena Dunham,28,39,10
Melvil Poupaud,78,8,5
Ryan Guzman,21,1,0
Robert John Burke,87,3,0
Donnie Dunagan,7,0,0
Richard Pryor,49,16,14
Pyotr Mamonov,15,3,4
Allen Payne,26,1,0
James Coburn,173,8,9
Aamir Khan,51,46,35
Steve Sandvoss,19,0,0
Gugu Mbatha-Raw,46,23,7
Sam Hennings,84,0,0
Dev Patel,19,39,20
Steve Harvey,12,18,18
Howard Stern,5,3,3
Chiwetel Ejiofor,50,75,54
Viola Savoy,2,0,0
John Jarratt,86,5,2
Suriya ,47,18,9
Tom Hardy,55,77,17
Hans Matheson,30,0,0
Wil Wheaton,126,5,6
Andy Lau,170,42,18
Sophie Marceau,45,5,8
Jonathon Trent,32,0,0
Danny Elfman,12,100,80
Sandy Duncan,35,4,2
Bruno Corazzari,99,0,0
David Arquette,124,5,8
Mads Mikkelsen,53,34,29
Shabana Azmi,153,8,24
Victor Love,49,1,0
Ellen Barkin,65,9,6
Thomas Haden Church,66,21,30
Yvette Mimieux,1,0,0
Saoirse Ronan,29,136,64
Lin Kun-huei,1,0,0
Julia Stiles,55,18,15
Richard Crenna,118,9,5
Louis Hayward,69,2,2
Emma Bell,39,2,1
Linda de Mol,15,11,8
Victor McLaglen,124,3,2
Joe Swanberg,52,13,1
Rebecca Romijn,52,9,3
"""Brian OHalloran""",41,2,2
Cyril Ritchard,1,0,0
Ally Sheedy,90,12,4
Kyle MacLachlan,70,19,6
Henry Thomas,64,8,4
David Byrne,17,8,9
